candidateName,candidateParty,candidateVotes,seat,seatName
Ishfaq Ahmad,Tehreek-e-Labbaik Islam,1523,NA-101,Faisalabad-I
Imdad Ali,Allah-o-Akbar Tehreek,5343,NA-101,Faisalabad-I
Muhammad Azeem Aslam,Independent,253,NA-101,Faisalabad-I
Sajjad Ahmad,All Pakistan Muslim League,406,NA-101,Faisalabad-I
Zafar Zulqarnain Sahi,Pakistan Tehreek-e-Insaf,86575,NA-101,Faisalabad-I
Muhammad Zahir,Independent,439,NA-101,Faisalabad-I
Muhammad Asim Nazir,Independent,147812,NA-101,Faisalabad-I
Iftikhar Ali,Tehreek-e-Labbaik Pakistan,9962,NA-101,Faisalabad-I
Rizwan Liaqat,Independent,942,NA-101,Faisalabad-I
Fawad Ahmad Cheema,Independent,329,NA-101,Faisalabad-I
TARIQ MEHMOOD,Pakistan Peoples Party Parliamentarians,6088,NA-101,Faisalabad-I
Farman Ali Khan,Independent,259,NA-101,Faisalabad-I
CHAUDHARY MUHAMMAD TAYYAB ARIF,Independent,561,NA-102,Faisalabad-II
IRFAN SHAHID WASSIR,Independent,1361,NA-102,Faisalabad-II
KASHIF ALTAF,Allah-o-Akbar Tehreek,6127,NA-102,Faisalabad-II
MUHAMMAD AKRAM CHAUHDARY,Independent,8573,NA-102,Faisalabad-II
MUHAMMAD ASHRAF CHAUDHARY,Independent,67,NA-102,Faisalabad-II
MUHAMMAD BILAL BADAR,Independent,472,NA-102,Faisalabad-II
MUHAMMAD KAMRAN,Move on Pakistan,1874,NA-102,Faisalabad-II
MUHAMMAD SHAHJAHAN KHAN,Pakistan Peoples Party Parliamentarians,19546,NA-102,Faisalabad-II
MUHAMMAD TALLAL BADAR,Pakistan Muslim League (N),97869,NA-102,Faisalabad-II
NAWAB SHER,Pakistan Tehreek-e-Insaf,109708,NA-102,Faisalabad-II
RASHEED AHMAD KHAN RANA,All Pakistan Muslim League,714,NA-102,Faisalabad-II
RIAZ AHMAD,Pakistan Peoples Party (Shaheed Bhutto),975,NA-102,Faisalabad-II
SADIA AKHTAR,Independent,295,NA-102,Faisalabad-II
SANAULLAH QAMAR BAJWA,Independent,115,NA-102,Faisalabad-II
SYED TAYYAB RAZA SHAH,Tehreek-e-Labbaik Pakistan,16091,NA-102,Faisalabad-II
UMAIR WASI CHOUDHARY,Independent,1844,NA-102,Faisalabad-II
Abdul Khaliq,Allah-o-Akbar Tehreek,4289,NA-104,Faisalabad-IV
Ch  Muhammad Shahbaz Babar,Pakistan Muslim League (N),95099,NA-104,Faisalabad-IV
ch mazhar ali gill,Independent,865,NA-104,Faisalabad-IV
Fahd Ghaffar,Tehreek-e-Labbaik Pakistan,6393,NA-104,Faisalabad-IV
Khalid Mehmood Gill,Independent,57362,NA-104,Faisalabad-IV
Muhammad Bilal Farooq Khan,Independent,1016,NA-104,Faisalabad-IV
Muhammad Faheem Akhtar,Independent,2258,NA-104,Faisalabad-IV
Muhammad Shoukat Iqbal,Independent,626,NA-104,Faisalabad-IV
Muhammad Younas,Independent,382,NA-104,Faisalabad-IV
Raheel Abid,Tehreek-e-Labbaik Islam,3043,NA-104,Faisalabad-IV
Rana Muhammad Farooq Saeed Khan,Pakistan Peoples Party Parliamentarians,21718,NA-104,Faisalabad-IV
Sardar Dildar Ahmad Cheema,Pakistan Tehreek-e-Insaf,73320,NA-104,Faisalabad-IV
Sardar Sarfraz Ahmad Cheema,Independent,536,NA-104,Faisalabad-IV
Shafqat Rasul,Independent,902,NA-104,Faisalabad-IV
Nadeem Hayat Khan,Independent,565,NA-105,Faisalabad-V
Ibrar Hussain,Tehreek-e-Labbaik Pakistan,15237,NA-105,Faisalabad-V
Asif Touseef,Independent,168,NA-105,Faisalabad-V
Raza Nasrullah,Pakistan Tehreek-e-Insaf,77862,NA-105,Faisalabad-V
Tariq Ali,Pakistan Muslim Alliance,106,NA-105,Faisalabad-V
Ahsan Raza,Independent,243,NA-105,Faisalabad-V
Mian Muhammad Farooq,Pakistan Muslim League (N),56540,NA-105,Faisalabad-V
mian moazzam farooq,Independent,6472,NA-105,Faisalabad-V
Muhammad Qasim Farooq,Independent,822,NA-105,Faisalabad-V
Umar Farooq,Independent,290,NA-105,Faisalabad-V
Muhammad Masood Nazir,Independent,69211,NA-105,Faisalabad-V
Mohammad Ejaz Choudhry,Pakistan Peoples Party Parliamentarians,5795,NA-105,Faisalabad-V
Nawaz Ahmad Cheema,Allah-o-Akbar Tehreek,7190,NA-105,Faisalabad-V
Ahmad Shehryar,Independent,490,NA-106,Faisalabad-VI
Basharat Ali,Independent,2546,NA-106,Faisalabad-VI
Muhammad Abbas Haider,Tehreek-e-Labbaik Pakistan,9986,NA-106,Faisalabad-VI
Muhammad Haroon,Independent,1419,NA-106,Faisalabad-VI
Mumtaz Hussain,Muttahida Majlis-e-Amal Pakistan,2083,NA-106,Faisalabad-VI
Nisar Ahmad,Pakistan Tehreek-e-Insaf,103799,NA-106,Faisalabad-VI
Rana Sana Ullah Khan,Pakistan Muslim League (N),106319,NA-106,Faisalabad-VI
Saeed Iqbal,Pakistan Peoples Party Parliamentarians,12799,NA-106,Faisalabad-VI
Muhammad Hanif,Muttahida Majlis-e-Amal Pakistan,1956,NA-107,Faisalabad-VII
Haji Muhammad Akram Ansari,Pakistan Muslim League (N),102159,NA-107,Faisalabad-VII
Sardar Muhammad,Pakistan Peoples Party Parliamentarians,2652,NA-107,Faisalabad-VII
Rabia Mukhtar,Allah-o-Akbar Tehreek,3537,NA-107,Faisalabad-VII
Khurram Shahzad,Pakistan Tehreek-e-Insaf,126441,NA-107,Faisalabad-VII
Muhammad Zeeshan,Tehreek-e-Labbaik Pakistan,9034,NA-107,Faisalabad-VII
Muhammad Asif,Amun Taraqqi Party,171,NA-107,Faisalabad-VII
ABID SHER ALI,Pakistan Muslim League (N),111529,NA-108,Faisalabad-VIII
ASGHAR ALI QAISER,Pakistan Peoples Party Parliamentarians,4897,NA-108,Faisalabad-VIII
AZHAR ABBAS,Pak Sarzameen Party,245,NA-108,Faisalabad-VIII
FARRUKH HABIB,Pakistan Tehreek-e-Insaf,112740,NA-108,Faisalabad-VIII
MUHAMMAD ASLAM,Independent,244,NA-108,Faisalabad-VIII
MUHAMMAD ZAKARIA SYED,Muttahida Majlis-e-Amal Pakistan,1827,NA-108,Faisalabad-VIII
RANA ABU KHABIB REHMAN KHAN,Allah-o-Akbar Tehreek,2638,NA-108,Faisalabad-VIII
RIZWAN MAHMOOD,Awami Justice Party Pakistan,387,NA-108,Faisalabad-VIII
SHAHBAZ ALI GULZAR,Tehreek-e-Labbaik Pakistan,8075,NA-108,Faisalabad-VIII
MUHAMMAD KAMRAN ASGHAR,Independent,122,NA-109,Faisalabad-IX
MUHAMMAD MANSOOR AHMAD AWAN,Tehreek-e-Labbaik Islam,781,NA-109,Faisalabad-IX
ZAFAR HUSSAIN KHAN,Muttahida Majlis-e-Amal Pakistan,2724,NA-109,Faisalabad-IX
FAIZ ULLAH,Pakistan Tehreek-e-Insaf,122905,NA-109,Faisalabad-IX
MIAN ABDUL MANNAN,Pakistan Muslim League (N),94476,NA-109,Faisalabad-IX
MUHAMMAD ASIF,Pakistan Sunni Tehreek,151,NA-109,Faisalabad-IX
MUHAMMAD AFZAL,Pakistan Peoples Party Parliamentarians,3090,NA-109,Faisalabad-IX
KALEEM ULLAH KAMOKA,Independent,367,NA-109,Faisalabad-IX
FAYYAZ AHMED,Allah-o-Akbar Tehreek,5178,NA-109,Faisalabad-IX
MUHAMMAD ASAD IQBAL,Tehreek-e-Labbaik Pakistan,9975,NA-109,Faisalabad-IX
Ayaz Mahmood,Pakistan Sunni Tehreek,100,NA-110,Faisalabad-X
Hafiz Umer Farooq,Tehreek-e-Labbaik Pakistan,10782,NA-110,Faisalabad-X
Malik Muhammad Nawaz,Independent,113,NA-110,Faisalabad-X
Muhammad Afzal Khan,Pakistan Muslim League (N),108172,NA-110,Faisalabad-X
MUHAMMAD KAMRAN,Move on Pakistan,706,NA-110,Faisalabad-X
Muhammad Nadeem Pasha,Barabri Party Pakistan,144,NA-110,Faisalabad-X
Munawar Fayyaz Sunny,Independent,678,NA-110,Faisalabad-X
Raja Riaz Ahmad,Pakistan Tehreek-e-Insaf,114215,NA-110,Faisalabad-X
Sahibzada Muhammad Hamid Raza,Sunni Ittehad Council,5085,NA-110,Faisalabad-X
Shabbir Asghar,Allah-o-Akbar Tehreek,6533,NA-110,Faisalabad-X
Younas Suleman,Pakistan Peoples Party Parliamentarians,3085,NA-110,Faisalabad-X
AMJAD ALI,Pakistan National Muslim League,34849,NA-111,Toba Tek Singh-I
ATTA ULLAH HAMEED,Independent,494,NA-111,Toba Tek Singh-I
CHAUDHARY KHALID JAVED,Pakistan Muslim League (N),110556,NA-111,Toba Tek Singh-I
FARKHANDA AMJAD,Independent,66,NA-111,Toba Tek Singh-I
HAJI MUHAMMAD ISHAQ,Pakistan Peoples Party Parliamentarians,2991,NA-111,Toba Tek Singh-I
MUHAMAMD NOUMAN KHALID,Independent,199,NA-111,Toba Tek Singh-I
MUHAMMAD ASLAM KHAN,Independent,265,NA-111,Toba Tek Singh-I
MUHAMMAD ISHTIAQ,Pakistan Sunni Tehreek,157,NA-111,Toba Tek Singh-I
SAFDAR ALI WAHLA,Tehreek-e-Labbaik Pakistan,8830,NA-111,Toba Tek Singh-I
TAJ MEHMOOD,Allah-o-Akbar Tehreek,2713,NA-111,Toba Tek Singh-I
USAMA HAMZA,Pakistan Tehreek-e-Insaf,85448,NA-111,Toba Tek Singh-I
ANWAR UL HAQ,Independent,357,NA-112,Toba Tek Singh-II
FURQAN SAEED,Pakistan Freedom Movement,145,NA-112,Toba Tek Singh-II
Irfan Asad,Pakistan Tehreek-e-Insaf Nazriati,443,NA-112,Toba Tek Singh-II
khawar ahmed khan,Independent,6463,NA-112,Toba Tek Singh-II
MIAN UMAR ASHFAQ,Independent,4973,NA-112,Toba Tek Singh-II
MUHAMMAD AJMAL SIDDIQUE,Tehreek-e-Labbaik Pakistan,3628,NA-112,Toba Tek Singh-II
MUHAMMAD AMIR MUNIR,Pakistan National Muslim League,223,NA-112,Toba Tek Singh-II
MUHAMMAD AMJAD,All Pakistan Muslim League,195,NA-112,Toba Tek Singh-II
MUHAMMAD ASHFAQ,Pakistan Tehreek-e-Insaf,121031,NA-112,Toba Tek Singh-II
MUHAMMAD JUNAID ANWAR CHAUDHRY,Pakistan Muslim League (N),125303,NA-112,Toba Tek Singh-II
MUHAMMAD TAREEJ,Independent,1253,NA-112,Toba Tek Singh-II
NEELAM JABBAR CHAUDHRY,Pakistan Peoples Party Parliamentarians,2402,NA-112,Toba Tek Singh-II
SALAH UD DIN,Independent,603,NA-112,Toba Tek Singh-II
SOBIA JUNAID,Independent,5406,NA-112,Toba Tek Singh-II
TARIQ ANWAR,Independent,326,NA-112,Toba Tek Singh-II
AHMAD SHAHZAD SHAH,Tehreek-e-Labbaik Pakistan,8074,NA-113,Toba Tek Singh-III
AMIR USMAN,Allah-o-Akbar Tehreek,1594,NA-113,Toba Tek Singh-III
ASAD UR REHMAN,Independent,2335,NA-113,Toba Tek Singh-III
AZIZ UR REHMAN MAHMOOD,Independent,1530,NA-113,Toba Tek Singh-III
BABAR KHAN,Independent,233,NA-113,Toba Tek Singh-III
CHAUDHARY ASAD UR REHMAN,Pakistan Muslim League (N),106018,NA-113,Toba Tek Singh-III
GHULAM ABBAS,Muttahida Majlis-e-Amal Pakistan,237,NA-113,Toba Tek Singh-III
MUHAMMAD AIN ULLAH,Independent,744,NA-113,Toba Tek Singh-III
MUHAMMAD RIAZ KHAN,Pakistan Tehreek-e-Insaf,128274,NA-113,Toba Tek Singh-III
MUHAMMAD ZAFAR YAB KHAN,Independent,960,NA-113,Toba Tek Singh-III
MUSTAFA RAMDAY,Independent,132,NA-113,Toba Tek Singh-III
NADEEM SHAHZAD,Independent,2041,NA-113,Toba Tek Singh-III
NASIM IQBAL,Pakistan Peoples Party Parliamentarians,1655,NA-113,Toba Tek Singh-III
SARWAR CHAUDHARY,Independent,969,NA-113,Toba Tek Singh-III
SYED ASAD ABBAS SHAH,Independent,173,NA-113,Toba Tek Singh-III
ALEESHA IFTIKHAR,Independent,65440,NA-114,Jhang-I
MAKHDOOM SYED FAISAL SALEH HAYAT,Pakistan Peoples Party Parliamentarians,105454,NA-114,Jhang-I
ALLAH DAD KHAN,Independent,1460,NA-114,Jhang-I
MUHAMMAD ISRAR UL HAQ CHEEMA,Tehreek-e-Labbaik Pakistan,3916,NA-114,Jhang-I
SAHIBZADA MUHAMMAD MEHBOOB SULTAN,Pakistan Tehreek-e-Insaf,106043,NA-114,Jhang-I
MUHAMMAD ASIF MUAVIA,Independent,9712,NA-114,Jhang-I
NADEEM MUMTAZ QURESHI,Mustaqbil Pakistan,324,NA-114,Jhang-I
HAJI DAUD KHAN,Muttahida Majlis-e-Amal Pakistan,2109,NA-114,Jhang-I
Naveed Mukhtar Ahmed Khan,Independent,291,NA-114,Jhang-I
Abdul Jabbar Khan,Independent,469,NA-115,Jhang-II
GHULAM BIBI,Pakistan Tehreek-e-Insaf,91434,NA-115,Jhang-II
HAKIM ALI,Independent,139,NA-115,Jhang-II
LUBAINA SIDDIQUA,Muttahida Majlis-e-Amal Pakistan,301,NA-115,Jhang-II
MUHAMMAD AHMAD,Independent,68515,NA-115,Jhang-II
MUHAMMAD ILYAS,Independent,240,NA-115,Jhang-II
MUHAMMAD SALEEM TAHIR,Pakistan Muslim League (N),9783,NA-115,Jhang-II
SHEIKH MUHAMMAD AKRAM,Independent,964,NA-115,Jhang-II
SYEDA SUGHRA IMAM,Independent,21108,NA-115,Jhang-II
WAQAS AKRAM,Independent,60598,NA-115,Jhang-II
ZAWAR HUSSAIN,All Pakistan Muslim League,279,NA-115,Jhang-II
Ameer Abbas Sial,Independent,54176,NA-116,Jhang-III
Fawad Akram,Independent,187,NA-116,Jhang-III
Muhammad Ameer Sultan,Pakistan Tehreek-e-Insaf,90649,NA-116,Jhang-III
MUHAMMAD ASIF MUAVIA,Independent,70842,NA-116,Jhang-III
MUHAMMAD KHURSHEED AHMAD,Independent,553,NA-116,Jhang-III
Muhammad Nasir,Pakistan Peoples Party Parliamentarians,1305,NA-116,Jhang-III
Muhammad Ramzan,Tehreek-e-Labbaik Pakistan,3346,NA-116,Jhang-III
Muhammad Younas Raza,Independent,8936,NA-116,Jhang-III
Nazar Abbas,Pakistan Awami Raj,673,NA-116,Jhang-III
Saima Akhtar,Independent,48731,NA-116,Jhang-III
SHEIKH MUHAMMAD AKRAM,Independent,978,NA-116,Jhang-III
Umer Daraz,Independent,407,NA-116,Jhang-III
Zahoor Ahmad Sajid,Independent,1585,NA-116,Jhang-III
AKRAM HAYAT CHEEMA,Independent,334,NA-117,Nankana Sahib-I
ch bilal ahmed virk,Pakistan Tehreek-e-Insaf,66994,NA-117,Nankana Sahib-I
CH MUHAMMAD BARJEES TAHIR,Pakistan Muslim League (N),71891,NA-117,Nankana Sahib-I
ch shafqat rasul ghuman,Independent,425,NA-117,Nankana Sahib-I
ch waqas ahmed virk,Independent,312,NA-117,Nankana Sahib-I
DR HAROON ISHFAQ CHAUDHARY,Allah-o-Akbar Tehreek,1988,NA-117,Nankana Sahib-I
MUHAMMAD AZAM,Independent,171,NA-117,Nankana Sahib-I
MUHAMMAD RIZWAN WAHGA,Tehreek-e-Labbaik Pakistan,19564,NA-117,Nankana Sahib-I
MUHAMMAD WAQAS,Pakistan Peoples Party Parliamentarians,2880,NA-117,Nankana Sahib-I
NAEEM IQBAL,Independent,316,NA-117,Nankana Sahib-I
TARIQ MEHMOOD BAJWA,Independent,68995,NA-117,Nankana Sahib-I
Syed Afzaal Hussain Rizvi,Tehreek-e-Labbaik Pakistan,49345,NA-118,Nankana Sahib-II
Ijaz Ahmad Shah,Pakistan Tehreek-e-Insaf,63818,NA-118,Nankana Sahib-II
Muneer Ahmad Sabir,Independent,306,NA-118,Nankana Sahib-II
Shezra Mansab Ali Khan Kharal,Pakistan Muslim League (N),61413,NA-118,Nankana Sahib-II
Hussain Shahjahan Bhatti,Independent,5208,NA-118,Nankana Sahib-II
Tauseef Ahmad Rai,Independent,571,NA-118,Nankana Sahib-II
Saeed Ahmad Zafar,Independent,5945,NA-118,Nankana Sahib-II
Sadam Hussain,Jannat Pakistan Party,144,NA-118,Nankana Sahib-II
Muhammad Shafi,Independent,3226,NA-118,Nankana Sahib-II
Shahjahan Ahmad Bhatti,Pakistan Peoples Party Parliamentarians,18726,NA-118,Nankana Sahib-II
RANA AFZAAL HUSSAIN,Pakistan Muslim League (N),94072,NA-119,Sheikhupura-I
SYED FAKHAR ABBAS JAFRI,Independent,1045,NA-119,Sheikhupura-I
SAFDAR SHARAZ,Independent,507,NA-119,Sheikhupura-I
SABIR HUSSAIN,Pakistan Peoples Party Parliamentarians,2339,NA-119,Sheikhupura-I
MUHAMMAD ANWAR RASHEED,Tehreek-e-Labbaik Pakistan,21493,NA-119,Sheikhupura-I
RAHAT AMAN ULLAH BHATTI,Pakistan Tehreek-e-Insaf,110231,NA-119,Sheikhupura-I
Akhtar Hassan Chaudhary,Pakistan Peoples Party Parliamentarians,2420,NA-120,Sheikhupura-II
Ali Asghar Chaudhary,Pakistan Tehreek-e-Insaf,74165,NA-120,Sheikhupura-II
Arshad Mehmood Chaudhary,Independent,545,NA-120,Sheikhupura-II
Chaudhary Muhammad Ashfaq,Independent,2678,NA-120,Sheikhupura-II
Malik Muhammad Iqbal Jora,All Pakistan Muslim League,193,NA-120,Sheikhupura-II
Rajab Sharif,Pakistan Freedom Movement,183,NA-120,Sheikhupura-II
Rana Tanveer Hussain,Pakistan Muslim League (N),99674,NA-120,Sheikhupura-II
Sarfraz Raza,Independent,984,NA-120,Sheikhupura-II
Syed Afzal Hussain Rizvi,Tehreek-e-Labbaik Pakistan,35453,NA-120,Sheikhupura-II
Nadeem Zafar,Tehreek-e-Labbaik Pakistan,20930,NA-121,Sheikhupura-III
Mian Muhammad Munawar Latif,Independent,543,NA-121,Sheikhupura-III
Usman Virk,Independent,730,NA-121,Sheikhupura-III
Khurram Munawar Manj,Independent,29301,NA-121,Sheikhupura-III
Ghulam Rasool,Pakistan Peoples Party Parliamentarians,5298,NA-121,Sheikhupura-III
Munawar Hussain Manj,Independent,2678,NA-121,Sheikhupura-III
Anwar Latif,Independent,352,NA-121,Sheikhupura-III
Liaqat Ali,Independent,1060,NA-121,Sheikhupura-III
MUHAMMAD NAWAZ,Independent,534,NA-121,Sheikhupura-III
Javed Latif,Pakistan Muslim League (N),101622,NA-121,Sheikhupura-III
Syed Muhammad Ali Mehdi Bukhari,Independent,162,NA-121,Sheikhupura-III
Malik Javaid Akbar,Independent,1083,NA-121,Sheikhupura-III
Shahzad Ali Virk,Allah-o-Akbar Tehreek,4355,NA-121,Sheikhupura-III
Muhammad Saeed Virk,Pakistan Tehreek-e-Insaf,71308,NA-121,Sheikhupura-III
Muhammad Usman,Barabri Party Pakistan,284,NA-121,Sheikhupura-III
Ali Salaman,Pakistan Tehreek-e-Insaf,64616,NA-122,Sheikhupura-IV
Altaf Hussain,Independent,1485,NA-122,Sheikhupura-IV
Attiq Ur Rehman,Allah-o-Akbar Tehreek,5019,NA-122,Sheikhupura-IV
Aurang Zeb Khan,Independent,6466,NA-122,Sheikhupura-IV
Chaudhry Muhammad Jameel,Independent,15303,NA-122,Sheikhupura-IV
Chaudhry Safdar Ali,Independent,167,NA-122,Sheikhupura-IV
Gulfam Jameel,Independent,74,NA-122,Sheikhupura-IV
Ihsan Ullah,Independent,599,NA-122,Sheikhupura-IV
Liaqat Abbas,Independent,84,NA-122,Sheikhupura-IV
Muhammad Afzaal,Pakistan Tehreek-e-Insaf Nazriati,621,NA-122,Sheikhupura-IV
Muhammad Imran Hashmi,Independent,251,NA-122,Sheikhupura-IV
Muhammad Javed Bhatti,Pakistan Peoples Party Parliamentarians,16697,NA-122,Sheikhupura-IV
Muhammad Saddique,Amun Taraqqi Party,134,NA-122,Sheikhupura-IV
Rai Azeem Saeed,Independent,60,NA-122,Sheikhupura-IV
Rai Ijaz Ahmad Khan,Independent,16719,NA-122,Sheikhupura-IV
Saif Ullah,Tehreek-e-Labbaik Pakistan,34645,NA-122,Sheikhupura-IV
Sana Ullah Chaudhry,Independent,388,NA-122,Sheikhupura-IV
Sardar Muhammad Arfan Dogar,Pakistan Muslim League (N),96000,NA-122,Sheikhupura-IV
Sardar Muhammad Bilal Dogar,Independent,1795,NA-122,Sheikhupura-IV
Sarfraz Ahmad Khan,Muttahida Majlis-e-Amal Pakistan,2248,NA-122,Sheikhupura-IV
Syed Muqadas Abbas Bukhari,Independent,144,NA-122,Sheikhupura-IV
Amjad khan,Independent,123,NA-123,Lahore-I
AsifMehmoood,Amun Taraqqi Party,70,NA-123,Lahore-I
faraz hashmi,Independent,971,NA-123,Lahore-I
Hafiz abdul wadood,Muttahida Majlis-e-Amal Pakistan,2487,NA-123,Lahore-I
humayun akhtar khan,Independent,70,NA-123,Lahore-I
m latif khan saraa,Tehreek-e-Labbaik Pakistan,23952,NA-123,Lahore-I
Mian mehmood ahmad,Independent,851,NA-123,Lahore-I
muhammad Riaz,Pakistan Muslim League (N),97193,NA-123,Lahore-I
touseef akmalkhan,Allah-o-Akbar Tehreek,1813,NA-123,Lahore-I
Wahid Ahmad,Independent,414,NA-123,Lahore-I
wajid azeem,Pakistan Tehreek-e-Insaf,72535,NA-123,Lahore-I
zahid iqbal malik,Pakistan Peoples Party Parliamentarians,3102,NA-123,Lahore-I
Zaman Ali,Independent,290,NA-123,Lahore-I
Asim Irshad Khan,Pak Sarzameen Party,452,NA-124,Lahore-II
Babu Zaheer Ahmad Chaudhry,Pakistan Peoples Party Parliamentarians,1515,NA-124,Lahore-II
Muhammad Afzal,Muttahida Majlis-e-Amal Pakistan,3572,NA-124,Lahore-II
Muhammad Hamza Shehbaz Sharif,Pakistan Muslim League (N),146294,NA-124,Lahore-II
Muhammad Nauman Qaiser,Pakistan Tehreek-e-Insaf,80981,NA-124,Lahore-II
Saleem Hammad,Independent,7255,NA-124,Lahore-II
Sumaira Nureen,Tehreek-e-Labbaik Pakistan,14832,NA-124,Lahore-II
Waheed Alam Khan,Pakistan Muslim League (N),122327,NA-125,Lahore-III
Hafiz Salman Butt,Muttahida Majlis-e-Amal Pakistan,1825,NA-125,Lahore-III
Zubair Kardar,Pakistan Peoples Party Parliamentarians,2530,NA-125,Lahore-III
Nawab Amber  Shahzada,Independent,33,NA-125,Lahore-III
Mamoona Hamid,Tehreek-e-Labbaik Pakistan,14276,NA-125,Lahore-III
Yasmin Raashid,Pakistan Tehreek-e-Insaf,106857,NA-125,Lahore-III
Syed Zaeem Hussain Qadri,Independent,128,NA-125,Lahore-III
Samia Naz,Pak Sarzameen Party,124,NA-125,Lahore-III
Waseem Ali Khan,Independent,170,NA-125,Lahore-III
Muhammad Yaqoob Sheikh,Allah-o-Akbar Tehreek,2839,NA-125,Lahore-III
Muhammad Imtiaz Chaudhry,Independent,36,NA-125,Lahore-III
Rehana Ahmad,Independent,42,NA-125,Lahore-III
Muhammad Ajasam Sharif,Independent,64,NA-125,Lahore-III
Aurangzeb Shaafi Burki,Pakistan Peoples Party Parliamentarians,3202,NA-126,Lahore-IV
Ch Muhammad Ashraff,All Pakistan Muslim League,384,NA-126,Lahore-IV
Mehr Ishtiaq Ahmad Anwar,Pakistan Muslim League (N),102677,NA-126,Lahore-IV
Muhammad Hammad Azhar,Pakistan Tehreek-e-Insaf,105734,NA-126,Lahore-IV
Waqas Ahmed,Tehreek-e-Labbaik Pakistan,16368,NA-126,Lahore-IV
MUHAMMAD AHMAD,Independent,261,NA-127,Lahore-V
MUSARRAT JAMSHED,Independent,133,NA-127,Lahore-V
CH MUHAMMAD ILYAS,All Pakistan Muslim League,273,NA-127,Lahore-V
CHAUDHRY ADNAN SARWAR,Pakistan Peoples Party Parliamentarians,1775,NA-127,Lahore-V
JAMSHED IQBAL,Pakistan Tehreek-e-Insaf,66818,NA-127,Lahore-V
MUHAMMAD ZAHEER,Tehreek-e-Labbaik Pakistan,23140,NA-127,Lahore-V
ALI PERVAIZ,Pakistan Muslim League (N),113265,NA-127,Lahore-V
RASHID AHMAD KHAN,Muttahida Majlis-e-Amal Pakistan,1426,NA-127,Lahore-V
MIAN AAMIR ABBAS,Allah-o-Akbar Tehreek,2044,NA-127,Lahore-V
Humayon Shoukat Ali Butt,Independent,49,NA-128,Lahore-VI
Ijaz Ahmad,Pakistan Tehreek-e-Insaf,52774,NA-128,Lahore-VI
Manzoor Hussain,Muttahida Majlis-e-Amal Pakistan,6723,NA-128,Lahore-VI
Muhammad Fareed,Independent,122,NA-128,Lahore-VI
Zafar Ali Shah,Pakistan Peoples Party Parliamentarians,6589,NA-128,Lahore-VI
Muhammad nazim,Independent,184,NA-128,Lahore-VI
Muhammad Ashraf Asif,Tehreek-e-Labbaik Pakistan,20734,NA-128,Lahore-VI
Syed Manzoor Ali Shah Gillani,Independent,85,NA-128,Lahore-VI
Ali Adnan,Independent,853,NA-128,Lahore-VI
Syed Aqeel Haider Abbas,Independent,78,NA-128,Lahore-VI
Asif Mehmood,Amun Taraqqi Party,88,NA-128,Lahore-VI
Raheel Hussain,Independent,222,NA-128,Lahore-VI
Sohail shoukat butt,Independent,380,NA-128,Lahore-VI
Sh  Rohale Asghar,Pakistan Muslim League (N),98199,NA-128,Lahore-VI
Farooq Tahir Chishti,Independent,254,NA-129,Lahore-VII
Sohail Shaukat Butt,Independent,103,NA-129,Lahore-VII
Farzana Butt,Independent,419,NA-129,Lahore-VII
Sardar Ayaz Sadiq,Pakistan Muslim League (N),103021,NA-129,Lahore-VII
Abdul Aleem Khan,Pakistan Tehreek-e-Insaf,94879,NA-129,Lahore-VII
Muhammad Yousuf,Tehreek-e-Labbaik Pakistan,12875,NA-129,Lahore-VII
Kishwar Bano,National Party,124,NA-129,Lahore-VII
Ali Javed Dogar,Independent,272,NA-129,Lahore-VII
Muhammad tajammal hussain,Independent,91,NA-129,Lahore-VII
Iftikhar Shahid,Pakistan Peoples Party Parliamentarians,2569,NA-129,Lahore-VII
Humayun Akhtar Khan,Independent,98,NA-129,Lahore-VII
Amjad Masood,Independent,541,NA-130,Lahore-VIII
Hafeez Ur Rehman,Tehreek-e-Labbaik Pakistan,10755,NA-130,Lahore-VIII
Haroon Khawaja,Pakistan Freedom Movement,220,NA-130,Lahore-VIII
Khawaja Ahmad Hasan,Pakistan Muslim League (N),104625,NA-130,Lahore-VIII
Liaqat Baloch,Muttahida Majlis-e-Amal Pakistan,5176,NA-130,Lahore-VIII
Muhammad Abu Bakar,Pakistan Quami Yakjehti Party,414,NA-130,Lahore-VIII
Muhammad Mumtaz Khalid,Pakistan Peoples Party Parliamentarians,2508,NA-130,Lahore-VIII
Muhammad Yameen Awan,Pak Sarzameen Party,108,NA-130,Lahore-VIII
Saad Bin Hassan,Independent,506,NA-130,Lahore-VIII
Shafqat Mahmood,Pakistan Tehreek-e-Insaf,127405,NA-130,Lahore-VIII
Muzaffar Ali,Pakistan Tehreek-e-Insaf-Gulalai,106,NA-131,Lahore-IX
Asim Mehmood,Pakistan Peoples Party Parliamentarians,6746,NA-131,Lahore-IX
Khawaja Saad Rafique,Pakistan Muslim League (N),83633,NA-131,Lahore-IX
Imran Ahmed Khan Niazi,Pakistan Tehreek-e-Insaf,84313,NA-131,Lahore-IX
Waqar Nadeem Warraich,Muttahida Majlis-e-Amal Pakistan,1912,NA-131,Lahore-IX
Shoaib ullah Cheema,Independent,127,NA-131,Lahore-IX
Jawad Ahmad,Barabri Party Pakistan,362,NA-131,Lahore-IX
Muhammad Mudasir,Pakistan Justice & Democratic Party,141,NA-131,Lahore-IX
